ver size count b avg std med min lower upper
r 32 4096 4096 120.2555 70.2697 47.6350 42.1840 82.0564 158.4545
1 32 10000 2501 168.1613 9.7628 161.7570 150.0820 162.3918 173.9307
4 32 10000 2501 172.1320 7.0121 166.5220 159.7290 167.9881 176.2759
5 32 10000 2501 273.1837 118.6032 153.9330 150.6380 203.0937 343.2737
r 32 10000 2501 122.6500 25.5789 94.5860 91.8550 107.5339 137.7661
1 32 10000 5002 166.1525 8.6132 160.9870 151.1740 161.0624 171.2425
4 32 10000 5002 432.9527 149.0117 276.8240 273.6200 344.8925 521.0130
5 32 10000 5002 305.0852 14.1910 294.7460 281.3430 296.6988 313.4715
r 32 10000 5002 170.7292 58.8519 108.3900 101.5690 135.9499 205.5084
1 32 10000 10000 167.4685 10.1406 158.4700 151.3210 161.4758 173.4612
4 32 10000 10000 324.3559 4.0067 321.7980 315.0880 321.9881 326.7237
5 32 10000 10000 340.5322 16.7759 324.9160 315.5520 330.6183 350.4461
r 32 10000 10000 115.9397 7.3530 110.2870 105.9360 111.5944 120.2851
1 32 65536 16385 1129.5828 16.6687 1121.2580 1092.0520 1118.6926 1140.4730
4 32 65536 16385 1111.1127 23.1436 1092.0880 1067.4460 1095.9922 1126.2332
5 32 65536 16385 1042.9308 30.3330 1038.0680 967.0420 1023.1132 1062.7483
r 32 65536 16385 559.7890 47.1849 514.5570 484.8820 528.9615 590.6165
1 32 65536 32770 1110.3709 12.5711 1108.5290 1076.9790 1102.1577 1118.5840
4 32 65536 32770 1272.0979 18.3311 1255.5620 1239.2790 1260.1216 1284.0742
5 32 65536 32770 1256.6938 24.8418 1235.0940 1222.1540 1240.4638 1272.9238
r 32 65536 32770 558.0112 48.7271 526.0290 467.9990 526.1762 589.8463
1 32 65536 65536 1123.8896 9.1789 1117.4190 1105.6060 1117.8927 1129.8865
4 32 65536 65536 1642.1403 14.1169 1628.7660 1620.4640 1632.9173 1651.3634
5 32 65536 65536 1765.5084 23.3235 1749.2440 1723.4390 1750.2704 1780.7465
r 32 65536 65536 558.2140 27.6538 546.9610 499.1550 540.1469 576.2811
1 32 524288 131073 12015.0517 1678.5207 10413.4530 10284.5820 10771.5862 13258.5172
4 32 524288 131073 7821.5171 868.1571 6997.7300 6987.5940 7178.3774 8464.6569
5 32 524288 131073 7269.3633 835.3770 6328.1010 6313.8620 6650.5073 7888.2193
r 32 524288 131073 5255.2081 509.0075 4799.4060 4403.7800 4878.1301 5632.2862
1 32 524288 262146 10493.9806 65.4595 10472.3740 10339.5870 10445.4875 10542.4737
4 32 524288 262146 9031.3470 40.1893 8993.1570 8966.4480 9001.5743 9061.1197
5 32 524288 262146 9002.7590 56.9472 8952.3050 8915.4210 8960.5719 9044.9461
r 32 524288 262146 5068.1700 238.9431 4833.8540 4672.5790 4891.1585 5245.1815
1 32 524288 524288 10606.8081 208.0110 10404.2860 10350.2020 10452.7114 10760.9049
4 32 524288 524288 12503.8719 35.4668 12467.6260 12447.8270 12477.5977 12530.1460
5 32 524288 524288 13269.3389 16.7575 13251.3010 13240.3300 13256.9247 13281.7530
r 32 524288 524288 5367.6360 454.1489 4901.7550 4747.9330 5031.1978 5704.0742
1 32 1000000 250001 22647.4400 508.5335 22301.0910 21907.3750 22201.6907 23093.1893
4 32 1000000 250001 12983.5660 32.0610 12954.7370 12928.1520 12955.4633 13011.6687
5 32 1000000 250001 12705.7420 70.9068 12669.8570 12581.6730 12643.5895 12767.8945
r 32 1000000 250001 10161.2680 179.6309 9960.7080 9942.9560 10003.8146 10318.7214
1 32 1000000 500002 22383.5054 326.5600 22158.6140 21797.5280 22097.2630 22669.7478
4 32 1000000 500002 16953.0540 44.6170 16920.9640 16873.2660 16913.9455 16992.1625
5 32 1000000 500002 17183.9440 33.9324 17149.6760 17128.5640 17154.2010 17213.6870
r 32 1000000 500002 10600.9470 573.6491 9971.8270 9936.8570 10098.1214 11103.7726
1 32 1000000 1000000 22559.4040 371.6854 22278.1500 21975.0040 22233.6074 22885.2006
4 32 1000000 1000000 25778.1140 1532.5446 24161.2340 24118.6200 24434.7794 27121.4486
5 32 1000000 1000000 27299.0832 1098.8072 26076.7890 26011.4850 26335.9362 28262.2302
r 32 1000000 1000000 11381.4946 780.5622 10660.3480 10159.4500 10697.3017 12065.6875
1 32 10000000 2500001 226838.8123 2917.3354 225771.4010 221928.7890 223537.5365 230140.0881
4 32 10000000 2500001 142204.0113 1614.1712 140490.8500 140227.8080 140377.4046 144030.6180
5 32 10000000 2500001 155212.2133 1990.7410 154094.9660 151998.3610 152959.4779 157464.9488
r 32 10000000 2500001 105283.2970 298.0641 105256.5540 104767.7280 104946.0057 105620.5883
1 32 10000000 5000002 220953.0020 6488.2586 220821.5810 209715.7770 213610.8463 228295.1577
4 32 10000000 5000002 181882.7123 948.4046 181352.7030 180350.6300 180809.4915 182955.9331
5 32 10000000 5000002 197174.8977 1373.7872 196319.7650 194995.9510 195620.3112 198729.4842
r 32 10000000 5000002 105898.8630 2992.2278 104448.6840 100923.1960 102512.8385 109284.8875
1 32 10000000 10000000 227350.8460 2304.3584 224602.8720 224456.2230 224743.2190 229958.4730
4 32 10000000 10000000 261737.0060 729.1313 261374.7450 261082.0600 260911.9163 262562.0957
5 32 10000000 10000000 289970.8677 1581.7577 288655.4790 287659.3610 288180.9403 291760.7950
r 32 10000000 10000000 103596.3617 524.2318 103966.9290 102854.9860 103003.1376 104189.5858
