ver size count b avg std med min lower upper
1 16 524288 262146 5747.9130 859.7860 4817.9170 4774.3480 5110.9746 6384.8514
4 16 524288 262146 7824.3900 980.2094 6742.7690 6690.4940 7098.2407 8550.5393
5 16 524288 262146 6678.9201 318.6017 6346.4490 6289.5570 6442.8967 6914.9436
r 16 524288 262146 4049.3800 878.0923 3018.1740 3012.9600 3398.8801 4699.8799
1 16 524288 524288 4798.8419 28.0705 4788.0070 4752.4960 4778.0469 4819.6368
4 16 524288 524288 8864.2010 12.6001 8864.0600 8835.7980 8854.8667 8873.5353
5 16 524288 524288 8952.9439 13.6825 8943.6000 8926.8350 8942.8077 8963.0800
r 16 524288 524288 3031.1139 18.5716 3017.4700 3000.2760 3017.3558 3044.8719
1 16 1000000 250001 9345.8730 19.9397 9341.1480 9303.9650 9328.3951 9363.3509
4 16 1000000 250001 10336.1892 37.2532 10309.3340 10268.8670 10303.5353 10368.8431
5 16 1000000 250001 9257.1004 56.1738 9195.8910 9174.2660 9207.8619 9306.3389
r 16 1000000 250001 5802.3830 46.9453 5763.1630 5726.4160 5761.2336 5843.5324
1 16 1000000 500002 9253.4734 52.5791 9240.0370 9143.4650 9207.3858 9299.5610
4 16 1000000 500002 12691.1422 12.8731 12681.8230 12671.7090 12679.8585 12702.4259
5 16 1000000 500002 11994.9046 18.3625 11973.7020 11968.2500 11978.8092 12011.0000
r 16 1000000 500002 6000.4292 151.6030 5847.3740 5808.5670 5867.5433 6133.3151
1 16 1000000 1000000 9270.4340 25.2108 9257.1450 9230.4500 9248.3358 9292.5322
4 16 1000000 1000000 17292.5310 45.5543 17285.4290 17196.0910 17252.6009 17332.4611
5 16 1000000 1000000 18326.8374 91.8938 18222.9650 18208.4790 18246.2890 18407.3858
r 16 1000000 1000000 5871.9350 64.9631 5830.8360 5757.8080 5814.9923 5928.8777
1 16 10000000 2500001 120990.0977 575.7718 120377.2190 120286.4390 120338.5505 121641.6448
4 16 10000000 2500001 109374.9700 382.1895 109219.4800 108731.5190 108942.4819 109807.4581
5 16 10000000 2500001 114176.8743 941.0010 113516.0910 113488.9240 113112.0314 115241.7172
r 16 10000000 2500001 64709.2240 491.1558 64488.7290 64249.0440 64153.4289 65265.0191
1 16 10000000 5000002 121132.3763 696.2718 120891.1590 120053.7410 120344.4706 121920.2820
4 16 10000000 5000002 136194.2210 244.5314 136025.0790 136003.5860 135917.5077 136470.9343
5 16 10000000 5000002 141142.6993 96.8534 141118.3630 140994.2420 141033.0994 141252.2993
r 16 10000000 5000002 65304.9480 1514.8412 63503.0430 63397.7590 63590.7438 67019.1522
1 16 10000000 10000000 120867.2697 232.1224 120863.8650 120465.2940 120604.5985 121129.9409
4 16 10000000 10000000 189432.5260 1580.4873 188518.8970 187610.3760 187644.0362 191221.0158
5 16 10000000 10000000 203501.0360 1392.8595 203782.1650 201672.0370 201924.8671 205077.2049
r 16 10000000 10000000 64246.2550 1204.1001 63073.9770 62521.3390 62883.6875 65608.8225
