ver size count b avg std med min lower upper
5 640 524288 131073 20597.0350 623.6294 19875.9440 19730.7190 20135.0439 21059.0261
r 640 524288 131073 10040.2446 2535.5011 8134.5060 8021.5060 8161.9191 11918.5701
1 640 524288 262146 15491.2770 268.8536 15263.8140 15069.4140 15292.1075 15690.4465
4 640 524288 262146 28284.9170 1016.0443 27832.1960 27352.4220 27532.2208 29037.6132
5 640 524288 262146 28676.5207 381.3893 28349.7610 28053.3410 28393.9835 28959.0579
r 640 524288 262146 8233.3651 96.3754 8194.8690 8036.5340 8161.9692 8304.7611
1 640 524288 524288 16267.2839 1231.2107 14931.8530 14654.5640 15355.1902 17179.3775
4 640 524288 524288 39166.9970 460.1063 38940.4860 38098.3890 38826.1455 39507.8485
5 640 524288 524288 42844.5113 1814.5420 40854.5280 40392.0220 41500.2798 44188.7428
r 640 524288 524288 10752.0063 2510.3700 8065.2320 7984.7770 8892.2982 12611.7144
1 640 1000000 250001 31723.8552 812.3884 30905.3970 30484.8750 31011.7654 32435.9450
4 640 1000000 250001 39900.7270 640.7410 39565.6870 38601.9740 39339.0928 40462.3612
5 640 1000000 250001 39107.5610 1053.0764 38492.9820 37477.3380 38184.4989 40030.6231
r 640 1000000 250001 16835.5206 1265.0355 16235.4750 16087.4150 15726.6681 17944.3731
1 640 1000000 500002 30616.1006 362.8280 30583.6390 29823.5600 30298.0678 30934.1334
4 640 1000000 500002 52727.8350 351.6708 52496.3490 52087.6820 52419.5820 53036.0880
5 640 1000000 500002 54799.7930 1260.9738 53948.0830 52455.7650 53694.5008 55905.0852
r 640 1000000 500002 16263.0466 149.8270 16160.0090 15972.9700 16131.7174 16394.3758
1 640 1000000 1000000 31288.5230 777.9310 30683.9310 30061.8340 30606.6364 31970.4096
4 640 1000000 1000000 75710.3936 1403.7101 74986.9790 73512.4360 74479.9875 76940.7997
5 640 1000000 1000000 80582.4330 1072.4777 80194.1170 78766.2850 79642.3648 81522.5012
r 640 1000000 1000000 21930.9400 4899.8069 16689.8860 16014.7260 17636.0699 26225.8101
1 640 10000000 2500001 330161.0653 2760.2688 327568.6660 326358.8840 327037.5272 333284.6035
4 640 10000000 2500001 404253.7323 2109.9284 402936.0250 400909.3410 401866.1235 406641.3411
5 640 10000000 2500001 393743.5053 6335.9095 389459.6920 388388.5110 386573.7488 400913.2619
r 640 10000000 2500001 173797.8353 1107.4807 173127.4100 172601.0940 172544.6030 175051.0677
1 640 10000000 5000002 328272.0413 2439.1056 326908.6100 326209.7370 325511.9335 331032.1492
4 640 10000000 5000002 558153.5410 10263.8537 553936.4340 543083.0360 546538.8972 569768.1848
5 640 10000000 5000002 561458.2207 4427.8553 556701.0200 556077.7560 556447.6307 566468.8107
r 640 10000000 5000002 173725.6630 854.6654 173724.6270 172245.3410 172758.5181 174692.8079
1 640 10000000 10000000 331869.5950 4131.9245 329550.4620 325099.0690 327193.8823 336545.3077
4 640 10000000 10000000 841466.6250 2809.9430 840965.2760 836625.5520 838286.8752 844646.3748
5 640 10000000 10000000 904711.6120 4127.3392 901035.1900 898580.6490 900041.0880 909382.1360
r 640 10000000 10000000 172109.5040 914.4480 171276.3020 170762.5000 171074.7087 173144.2993
