ver size count b avg std med min lower upper
4 20 4096 4096 67.2326 5.6554 61.1180 60.2250 64.1583 70.3069
5 20 4096 4096 81.4576 6.9003 73.8420 71.9360 77.7066 85.2086
r 20 4096 4096 42.6405 5.2269 37.3400 36.5120 39.7991 45.4818
1 20 10000 2501 101.5628 2.8122 98.6430 97.5230 99.9009 103.2247
4 20 10000 2501 120.8023 5.2036 115.1060 112.8440 117.7272 123.8774
5 20 10000 2501 148.6770 9.1479 140.0630 133.1370 143.2710 154.0830
r 20 10000 2501 73.4166 5.5924 68.5370 63.4550 70.1117 76.7216
1 20 10000 5002 99.1767 1.0232 98.2990 97.3660 98.5720 99.7814
4 20 10000 5002 105.0700 6.9919 97.9260 93.3110 100.9381 109.2019
5 20 10000 5002 121.4480 10.5267 112.2950 105.4000 115.2271 127.6689
r 20 10000 5002 76.1140 9.8608 66.4190 62.7210 70.2866 81.9414
1 20 10000 10000 97.7123 1.1969 96.8500 95.9220 97.0049 98.4196
4 20 10000 10000 147.9069 1.3515 147.1150 145.2650 147.1082 148.7056
5 20 10000 10000 158.0760 1.2711 157.2510 155.6990 157.3248 158.8272
r 20 10000 10000 73.0146 5.5414 67.2470 64.7190 69.7399 76.2894
1 20 65536 16385 1433.3358 851.4484 517.8370 504.8940 877.0562 1989.6154
4 20 65536 16385 2870.4580 1876.4943 786.6380 756.6880 1644.4817 4096.4343
5 20 65536 16385 2690.1190 1901.2749 569.5830 563.7250 1447.9528 3932.2852
r 20 65536 16385 1450.1391 994.4337 384.4200 364.3400 800.4424 2099.8358
1 20 65536 32770 599.8730 74.9351 524.2790 482.1440 550.9154 648.8306
4 20 65536 32770 1440.1523 701.6176 698.0910 688.1190 981.7621 1898.5425
5 20 65536 32770 741.5418 147.6692 584.9890 583.5130 645.0646 838.0190
r 20 65536 32770 469.9006 81.2720 395.6180 368.4880 416.8028 522.9983
1 20 65536 65536 566.4551 63.6848 521.0420 514.1970 524.8477 608.0625
4 20 65536 65536 757.5140 3.4633 754.6960 751.8450 755.2513 759.7767
5 20 65536 65536 798.5013 9.5246 797.6710 776.0240 792.2786 804.7241
r 20 65536 65536 426.3970 42.7825 379.7920 367.8730 398.4458 454.3482
1 20 524288 131073 3046.8500 53.8034 2991.4080 2962.8500 3006.9918 3086.7082
4 20 524288 131073 2654.1733 32.6551 2628.4360 2603.4320 2629.9820 2678.3646
5 20 524288 131073 2661.1910 14.0093 2654.7300 2635.3460 2650.8128 2671.5692
r 20 524288 131073 1809.7540 40.6984 1767.6460 1745.1260 1779.6042 1839.9038
1 20 524288 262146 3019.0530 40.3011 3001.3070 2971.3830 2989.1976 3048.9084
4 20 524288 262146 3213.2814 60.2171 3161.9600 3113.7480 3168.6720 3257.8909
5 20 524288 262146 3585.1870 200.3262 3378.2170 3321.5680 3436.7833 3733.5907
r 20 524288 262146 1739.5897 18.5008 1727.6580 1701.1520 1725.8842 1753.2953
1 20 524288 524288 2996.4503 35.9784 2964.5370 2941.4280 2969.7971 3023.1035
4 20 524288 524288 4310.4377 16.8639 4297.0120 4281.8940 4297.9447 4322.9307
5 20 524288 524288 5146.7730 54.0267 5089.8960 5071.3040 5106.7495 5186.7965
r 20 524288 524288 1722.1419 15.6745 1715.0720 1687.1260 1710.5300 1733.7537
1 20 1000000 250001 5508.6650 41.9752 5483.9900 5435.4350 5471.8721 5545.4579
4 20 1000000 250001 4662.3270 21.6622 4642.7860 4631.5620 4643.3392 4681.3148
5 20 1000000 250001 4700.0104 15.3154 4688.2360 4682.7340 4686.5859 4713.4349
r 20 1000000 250001 3163.1440 49.7178 3117.7440 3087.0230 3119.5644 3206.7236
1 20 1000000 500002 6072.6842 626.1501 5489.4010 5438.1840 5523.8395 6621.5289
4 20 1000000 500002 9442.8180 4056.7642 5813.6940 5787.2890 5886.9074 12998.7286
5 20 1000000 500002 6252.1696 113.0085 6163.1890 6117.5620 6153.1133 6351.2259
r 20 1000000 500002 3192.2624 54.8791 3177.0500 3092.0090 3144.1587 3240.3661
1 20 1000000 1000000 5476.9168 38.5914 5455.0950 5410.1930 5443.0900 5510.7436
4 20 1000000 1000000 8168.9006 13.9796 8161.6740 8142.4040 8156.6469 8181.1543
5 20 1000000 1000000 9719.4330 45.3275 9669.9900 9657.7860 9679.7017 9759.1643
r 20 1000000 1000000 3219.7648 75.3273 3156.6050 3108.1510 3153.7375 3285.7921
1 20 10000000 2500001 107323.2170 2190.4649 107101.8840 103535.6820 104844.4726 109801.9614
4 20 10000000 2500001 73838.8217 599.3253 73735.2760 73162.0720 73160.6212 74517.0221
5 20 10000000 2500001 55365.6477 793.3023 54809.5710 54780.9430 54467.9416 56263.3538
r 20 10000000 2500001 60357.3460 1697.3339 58928.4510 57788.0880 58436.6318 62278.0602
1 20 10000000 5000002 106848.1943 2543.6060 107817.7280 103004.2590 103969.8332 109726.5555
4 20 10000000 5000002 91825.7850 2369.3417 90217.6160 88050.1880 89144.6225 94506.9475
5 20 10000000 5000002 80983.0540 191.8653 80869.9550 80767.4620 80765.9380 81200.1700
r 20 10000000 5000002 60711.5040 842.1766 59920.0080 59486.2210 59758.4914 61664.5166
1 20 10000000 10000000 105349.3483 972.0925 105518.5530 104083.2330 104249.3222 106449.3745
4 20 10000000 10000000 148093.8510 984.6605 146975.0330 146934.5510 146979.6028 149208.0992
5 20 10000000 10000000 185437.1240 1557.5493 185086.9030 183728.9000 183674.5910 187199.6570
r 20 10000000 10000000 54583.6390 1200.8409 53143.7060 53082.7560 53224.7596 55942.5184
