ver size count b avg std med min lower upper
4 320 4096 1025 198.9390 25.2095 173.3690 169.4010 185.2350 212.6430
5 320 4096 1025 197.6230 12.1797 188.3600 173.7530 191.0021 204.2439
r 320 4096 1025 137.6200 25.1617 113.5330 99.9940 123.9420 151.2980
1 320 4096 2050 146.3141 7.4844 139.8480 133.6250 142.2455 150.3826
4 320 4096 2050 247.1782 23.0085 224.2550 215.7400 234.6706 259.6858
5 320 4096 2050 377.6249 104.7228 269.4670 256.3280 320.6970 434.5529
r 320 4096 2050 149.1709 50.9929 99.3570 89.1590 121.4509 176.8910
1 320 4096 4096 139.5795 4.2268 135.6850 133.1830 137.2817 141.8772
4 320 4096 4096 340.2980 9.2266 332.0690 324.6880 335.2824 345.3136
5 320 4096 4096 368.0595 18.6208 348.4840 334.7710 357.9372 378.1819
r 320 4096 4096 95.7890 10.0377 86.6140 79.3410 90.3324 101.2456
1 320 10000 2501 249.9450 12.9799 237.6260 231.3710 242.2744 257.6156
4 320 10000 2501 422.9932 13.1260 411.4970 400.0640 415.2362 430.7501
5 320 10000 2501 419.6275 23.2525 398.1060 379.0440 405.8862 433.3689
r 320 10000 2501 159.8755 6.0326 154.4620 150.6330 156.3104 163.4405
1 320 10000 5002 236.5468 6.0231 230.8390 225.6520 232.9874 240.1063
4 320 10000 5002 529.9483 20.8424 513.6720 496.2350 517.6312 542.2654
5 320 10000 5002 550.2990 30.5018 516.4410 511.5900 532.2736 568.3244
r 320 10000 5002 175.3866 61.5926 149.5640 144.6230 138.9877 211.7855
1 320 10000 10000 259.7902 14.4103 247.7870 235.0220 251.2742 268.3061
4 320 10000 10000 755.6261 36.8572 720.6240 694.6900 733.8449 777.4073
5 320 10000 10000 866.7663 53.9166 820.4020 788.2680 834.9036 898.6289
r 320 10000 10000 302.7016 141.1603 161.6300 148.3080 219.2813 386.1220
1 320 65536 16385 1292.9027 29.3551 1268.7750 1238.0850 1273.7240 1312.0813
4 320 65536 16385 2396.3061 45.4835 2364.5690 2312.4090 2366.5902 2426.0220
5 320 65536 16385 2296.1383 59.3357 2242.2370 2195.6770 2257.3724 2334.9043
r 320 65536 16385 737.9250 10.1535 727.5260 722.2980 731.2914 744.5586
1 320 65536 32770 1315.1874 42.0554 1294.7180 1223.9820 1287.7113 1342.6636
4 320 65536 32770 2865.2511 41.4190 2829.0500 2797.8030 2838.1907 2892.3115
5 320 65536 32770 3026.7412 48.8579 2987.7710 2939.1700 2994.8208 3058.6617
r 320 65536 32770 727.5236 17.7319 713.7260 695.4860 715.9387 739.1084
1 320 65536 65536 1295.7217 54.7685 1250.8950 1188.1150 1259.9396 1331.5038
4 320 65536 65536 3832.1003 49.7419 3805.9170 3738.9990 3799.6023 3864.5983
5 320 65536 65536 4134.0932 49.6214 4097.8160 4032.7640 4101.6739 4166.5126
r 320 65536 65536 712.3449 12.6144 701.7410 689.9960 704.1035 720.5863
1 320 524288 131073 11649.6693 1063.0888 10842.2260 10502.5510 10862.1221 12437.2165
4 320 524288 131073 16724.7579 264.8756 16650.6850 16243.6180 16528.5352 16920.9805
5 320 524288 131073 16597.0927 586.0175 16154.2020 15826.1040 16162.9649 17031.2205
r 320 524288 131073 5232.3656 495.0544 4990.6900 4943.8780 4865.6241 5599.1070
1 320 524288 262146 12047.7893 1149.3420 10889.0580 10683.6130 11196.3448 12899.2338
4 320 524288 262146 22560.2617 700.1064 21965.1470 21424.3370 22041.6157 23078.9078
5 320 524288 262146 22631.9517 634.2198 22201.8410 21485.1850 22162.1151 23101.7883
r 320 524288 262146 5826.6600 614.2834 5196.9270 4953.4250 5371.5925 6281.7275
1 320 524288 524288 11163.5060 426.3009 10797.9480 10440.0710 10847.6979 11479.3141
4 320 524288 524288 30362.9656 189.3915 30398.0990 29933.9470 30222.6624 30503.2688
5 320 524288 524288 32342.7046 537.2432 31839.5060 31432.0060 31944.7093 32740.6999
r 320 524288 524288 6108.3001 1401.1133 5060.7690 5001.7780 5070.3409 7146.2594
1 320 1000000 250001 21009.8214 254.4708 20795.4770 20574.8720 20786.7679 21232.8749
4 320 1000000 250001 31409.0448 161.9741 31460.3480 31082.6050 31267.0683 31551.0213
5 320 1000000 250001 30954.4846 565.6905 30326.1960 30172.7970 30458.6351 31450.3341
r 320 1000000 250001 10371.9422 834.0141 9629.6400 9421.4080 9640.8967 11102.9877
1 320 1000000 500002 21556.4328 747.8464 21075.7380 20145.1200 20900.9165 22211.9491
4 320 1000000 500002 40974.2966 772.3695 40282.4760 39669.8690 40297.2849 41651.3083
5 320 1000000 500002 43283.3130 1534.1484 42282.3650 40975.2260 41938.5727 44628.0533
r 320 1000000 500002 10670.5396 1608.8148 9817.1810 9412.8230 9260.3512 12080.7280
1 320 1000000 1000000 20876.7014 106.7190 20854.3540 20685.8010 20783.1581 20970.2447
4 320 1000000 1000000 59543.5308 682.4642 59425.5080 58437.5090 58945.3245 60141.7371
5 320 1000000 1000000 65584.9654 2122.6839 63469.3470 62746.5750 63724.3510 67445.5798
r 320 1000000 1000000 12908.7870 2616.0500 9874.3230 9245.0140 10615.7180 15201.8560
1 320 10000000 2500001 240832.2650 1868.0835 239871.0740 237742.7150 238718.3296 242946.2004
4 320 10000000 2500001 316695.2500 1934.1661 316466.3150 314449.1690 314506.5350 318883.9650
5 320 10000000 2500001 308157.2720 8090.3844 300110.1180 297414.0370 299002.1402 317312.4038
r 320 10000000 2500001 109480.9350 871.6466 109170.4520 108140.2990 108494.5740 110467.2960
1 320 10000000 5000002 239149.9237 2156.8280 237707.7240 237543.3840 236709.2430 241590.6043
4 320 10000000 5000002 425819.4040 9443.2398 416075.7210 412682.2440 415133.3723 436505.4357
5 320 10000000 5000002 436172.3140 3919.3607 432346.7840 430564.3300 431737.1399 440607.4881
r 320 10000000 5000002 111621.2970 3261.0963 109439.8310 108773.4420 107931.0191 115311.5749
1 320 10000000 10000000 237415.4527 4838.4972 235340.2360 232806.2310 231940.1777 242890.7276
4 320 10000000 10000000 626189.1143 7292.5489 627321.7760 616745.3000 617936.8183 634441.4103
5 320 10000000 10000000 673939.5450 3538.2719 670293.0190 669363.8850 669935.6134 677943.4766
r 320 10000000 10000000 110739.7607 2308.4347 109752.4730 107274.2880 108127.5208 113352.0005
