ver size count b avg std med min lower upper
r 32 1000000 10 9943.3383 301.8652 9750.1050 9648.9370 9601.7457 10284.9309
2 32 1000000 100 103953.9690 1670.4198 103287.9390 102324.1400 102063.7110 105844.2270
r 32 1000000 100 9702.7977 46.0092 9654.3850 9644.3100 9650.7334 9754.8620
2 32 1000000 1000 23074.8737 186.8663 23024.7430 22771.2430 22863.4146 23286.3327
r 32 1000000 1000 9980.8810 489.7724 9513.2090 9312.8730 9426.6513 10535.1107
2 32 1000000 10000 9177.8580 175.5035 9047.0120 8932.4460 8979.2570 9376.4590
r 32 1000000 10000 9550.3683 85.4573 9535.8980 9453.6930 9453.6643 9647.0724
2 32 1000000 100000 14908.2130 7.0332 14902.3480 14897.5360 14900.2542 14916.1718
r 32 1000000 100000 9443.9653 108.6859 9520.0230 9290.2630 9320.9757 9566.9550
2 32 1000000 1000000 93526.2387 54.1784 93488.7240 93442.2940 93464.9300 93587.5473
r 32 1000000 1000000 9788.1343 149.2395 9621.1230 9609.3850 9619.2539 9957.0148
2 32 10000000 10 10533300.9210 0.0000 10533300.9210 10533300.9210 10533300.9210 10533300.9210
r 32 10000000 10 111619.0040 0.0000 111619.0040 111619.0040 111619.0040 111619.0040
2 32 10000000 100 890577.1190 0.0000 890577.1190 890577.1190 890577.1190 890577.1190
r 32 10000000 100 111134.4640 0.0000 111134.4640 111134.4640 111134.4640 111134.4640
2 32 10000000 1000 213161.0060 0.0000 213161.0060 213161.0060 213161.0060 213161.0060
r 32 10000000 1000 110951.1270 0.0000 110951.1270 110951.1270 110951.1270 110951.1270
2 32 10000000 10000 76385.7480 0.0000 76385.7480 76385.7480 76385.7480 76385.7480
r 32 10000000 10000 114409.4900 0.0000 114409.4900 114409.4900 114409.4900 114409.4900
2 32 10000000 100000 69986.2630 0.0000 69986.2630 69986.2630 69986.2630 69986.2630
r 32 10000000 100000 112899.3320 0.0000 112899.3320 112899.3320 112899.3320 112899.3320
2 32 10000000 1000000 144885.9330 0.0000 144885.9330 144885.9330 144885.9330 144885.9330
r 32 10000000 1000000 116117.9920 0.0000 116117.9920 116117.9920 116117.9920 116117.9920
2 32 10000000 10000000 1144420.9130 0.0000 1144420.9130 1144420.9130 1144420.9130 1144420.9130
r 32 10000000 10000000 114263.3540 0.0000 114263.3540 114263.3540 114263.3540 114263.3540
