ver size count b avg std med min lower upper
r 576 1000000 10 10447.1773 413.8027 10455.2920 9936.3660 9978.9155 10915.4392
2 576 1000000 100 62311.4240 3851.6389 59450.5180 56284.7680 57952.8843 66669.9637
r 576 1000000 100 9334.1280 50.4172 9285.9620 9265.3840 9277.0755 9391.1805
2 576 1000000 1000 16557.6250 845.9785 15714.7390 15359.0500 15600.3102 17514.9398
r 576 1000000 1000 9461.7210 148.1569 9284.9700 9275.6820 9294.0657 9629.3763
2 576 1000000 10000 36236.1810 370.2422 35802.3250 35763.9450 35817.2125 36655.1495
r 576 1000000 10000 9544.2437 149.0262 9449.5430 9396.6450 9375.6046 9712.8827
2 576 1000000 100000 177615.3560 785.3158 177151.5080 176735.3630 176726.6876 178504.0244
r 576 1000000 100000 9706.2590 250.1763 9709.2000 9398.3970 9423.1579 9989.3601
2 576 1000000 1000000 1509032.2780 3642.3160 1505831.1340 1503596.0960 1504910.6094 1513153.9466
r 576 1000000 1000000 11266.6180 357.5624 10891.4290 10773.8850 10861.9981 11671.2379
2 576 10000000 10 4102135.2920 0.0000 4102135.2920 4102135.2920 4102135.2920 4102135.2920
r 576 10000000 10 107295.0660 0.0000 107295.0660 107295.0660 107295.0660 107295.0660
2 576 10000000 100 535813.2810 0.0000 535813.2810 535813.2810 535813.2810 535813.2810
r 576 10000000 100 103053.0000 0.0000 103053.0000 103053.0000 103053.0000 103053.0000
2 576 10000000 1000 128027.4480 0.0000 128027.4480 128027.4480 128027.4480 128027.4480
r 576 10000000 1000 104687.4410 0.0000 104687.4410 104687.4410 104687.4410 104687.4410
2 576 10000000 10000 94886.9300 0.0000 94886.9300 94886.9300 94886.9300 94886.9300
r 576 10000000 10000 107296.5960 0.0000 107296.5960 107296.5960 107296.5960 107296.5960
2 576 10000000 100000 251652.5650 0.0000 251652.5650 251652.5650 251652.5650 251652.5650
r 576 10000000 100000 109641.5040 0.0000 109641.5040 109641.5040 109641.5040 109641.5040
2 576 10000000 1000000 1780968.2520 0.0000 1780968.2520 1780968.2520 1780968.2520 1780968.2520
r 576 10000000 1000000 108951.6180 0.0000 108951.6180 108951.6180 108951.6180 108951.6180
2 576 10000000 10000000 19653483.3780 0.0000 19653483.3780 19653483.3780 19653483.3780 19653483.3780
r 576 10000000 10000000 112187.3720 0.0000 112187.3720 112187.3720 112187.3720 112187.3720
